-----------------------------------
 s i m p l e   D F T - D 3  v1.2.1
-----------------------------------

Zero (Chai-Head-Gordon) damping: pbe-D3(0)
--------------------
  s6         1.0000
  s8         0.7220
  s9         0.0000
 rs6         1.2170
 rs8         1.0000
 alp        14.0000
--------------------

Atomic radii (in Angstrom):
-------------------------------------------
   Z          R(cov)     R(vdw)      r4/r2
-------------------------------------------
  89 Ac       2.2267     2.3857     5.0345
  12 Mg       1.6667     1.7420     2.8909
-------------------------------------------

Atomic reference systems (in atomic units):
----------------------------------------------------------------------------
   Z        #      CN    C6(AA)   #      CN    C6(AA)   #      CN    C6(AA)
----------------------------------------------------------------------------
  89 Ac     1  0.0000 3934.1943   2  0.9802 3199.4010   3  1.9445 2029.8749
            4  2.9070  807.4910   5  3.8174 1523.0526   6  4.6723 2251.7238
            7  5.5599 3265.3634
  12 Mg     1  0.0000  683.3758   2  0.9628  451.2708   3  1.9496  175.5616
----------------------------------------------------------------------------

Dispersion properties (in atomic units):
--------------------------------------------------------
     #    Z                CN       C6(AA)       C8(AA)
--------------------------------------------------------
     1   89 Ac         0.0129    3916.2249 1063395.7380
     2   12 Mg         0.0053     676.9760   60610.8687
     3   12 Mg         0.0053     676.9771   60610.9660
     4   12 Mg         0.0053     676.9771   60610.9661
     5   12 Mg         0.0057     676.9577   60609.2274
     6   12 Mg         0.0057     676.9577   60609.2277
     7   12 Mg         0.0053     676.9760   60610.8687
     8   12 Mg         0.0053     676.9760   60610.8685
     9   12 Mg         0.0054     676.9714   60610.4548
    10   12 Mg         0.0054     676.9714   60610.4549
    11   12 Mg         0.0054     676.9699   60610.3247
    12   12 Mg         0.0053     676.9771   60610.9661
    13   12 Mg         0.0054     676.9714   60610.4549
    14   12 Mg         0.0054     676.9714   60610.4549
    15   12 Mg         0.0054     676.9717   60610.4839
    16   12 Mg         0.0054     676.9717   60610.4839
    17   12 Mg         0.0057     676.9577   60609.2276
    18   12 Mg         0.0057     676.9577   60609.2275
    19   12 Mg         0.0054     676.9699   60610.3246
    20   12 Mg         0.0054     676.9699   60610.3245
    21   12 Mg         0.0054     676.9717   60610.4839
    22   12 Mg         0.0057     676.9577   60609.2275
    23   12 Mg         0.0057     676.9577   60609.2275
    24   12 Mg         0.0054     676.9714   60610.4549
    25   12 Mg         0.0054     676.9714   60610.4550
    26   12 Mg         0.0051     676.9842   60611.6025
    27   12 Mg         0.0051     676.9842   60611.6024
    28   12 Mg         0.0051     676.9842   60611.6025
    29   12 Mg         0.0052     676.9812   60611.3374
    30   12 Mg         0.0052     676.9812   60611.3371
    31   12 Mg         0.0052     676.9812   60611.3371
    32   12 Mg         0.0052     676.9812   60611.3371
    33   12 Mg         0.0052     676.9812   60611.3370
    34   12 Mg         0.0052     676.9812   60611.3370
    35   12 Mg         0.0052     676.9812   60611.3371
    36   12 Mg         0.0054     676.9716   60610.4764
    37   12 Mg         0.0054     676.9716   60610.4765
    38   12 Mg         0.0054     676.9716   60610.4763
    39   12 Mg         0.0053     676.9743   60610.7190
    40   12 Mg         0.0053     676.9743   60610.7191
    41   12 Mg         0.0053     676.9743   60610.7191
    42   12 Mg         0.0053     676.9736   60610.6537
    43   12 Mg         0.0053     676.9736   60610.6538
    44   12 Mg         0.0053     676.9736   60610.6537
    45   12 Mg         0.0053     676.9736   60610.6538
    46   12 Mg         0.0053     676.9736   60610.6537
    47   12 Mg         0.0053     676.9736   60610.6538
    48   12 Mg         0.0057     676.9552   60609.0093
    49   12 Mg         0.0057     676.9552   60609.0092
    50   12 Mg         0.0057     676.9552   60609.0094
    51   12 Mg         0.0052     676.9798   60611.2058
    52   12 Mg         0.0052     676.9798   60611.2058
    53   12 Mg         0.0052     676.9798   60611.2058
    54   12 Mg         0.0052     676.9801   60611.2358
    55   12 Mg         0.0052     676.9801   60611.2358
    56   12 Mg         0.0052     676.9801   60611.2359
    57   12 Mg         0.0053     676.9762   60610.8906
    58   12 Mg         0.0053     676.9762   60610.8906
    59   12 Mg         0.0053     676.9762   60610.8907
    60   12 Mg         0.0053     676.9756   60610.8380
    61   12 Mg         0.0053     676.9756   60610.8381
    62   12 Mg         0.0053     676.9756   60610.8381
    63   12 Mg         0.0053     676.9756   60610.8379
    64   12 Mg         0.0053     676.9756   60610.8380
    65   12 Mg         0.0053     676.9756   60610.8381
    66   12 Mg         0.0053     676.9755   60610.8234
    67   12 Mg         0.0053     676.9755   60610.8237
    68   12 Mg         0.0053     676.9755   60610.8235
    69   12 Mg         0.0052     676.9782   60611.0646
    70   12 Mg         0.0053     676.9750   60610.7786
    71   12 Mg         0.0053     676.9750   60610.7785
    72   12 Mg         0.0053     676.9750   60610.7785
    73   12 Mg         0.0053     676.9750   60610.7785
    74   12 Mg         0.0053     676.9750   60610.7784
    75   12 Mg         0.0053     676.9750   60610.7785
    76   12 Mg         0.0052     676.9780   60611.0463
    77   12 Mg         0.0053     676.9763   60610.8982
    78   12 Mg         0.0053     676.9763   60610.8982
    79   12 Mg         0.0052     676.9788   60611.1168
    80   12 Mg         0.0052     676.9788   60611.1168
    81   12 Mg         0.0052     676.9788   60611.1169
    82   12 Mg         0.0052     676.9788   60611.1169
    83   12 Mg         0.0052     676.9781   60611.0575
    84   12 Mg         0.0053     676.9758   60610.8555
    85   12 Mg         0.0053     676.9758   60610.8553
    86   12 Mg         0.0052     676.9788   60611.1168
    87   12 Mg         0.0052     676.9788   60611.1168
    88   12 Mg         0.0053     676.9768   60610.9392
    89   12 Mg         0.0053     676.9768   60610.9390
    90   12 Mg         0.0053     676.9760   60610.8738
    91   12 Mg         0.0053     676.9763   60610.8980
    92   12 Mg         0.0053     676.9758   60610.8555
    93   12 Mg         0.0053     676.9758   60610.8554
    94   12 Mg         0.0053     676.9761   60610.8741
    95   12 Mg         0.0053     676.9760   60610.8738
    96   12 Mg         0.0053     676.9758   60610.8554
    97   12 Mg         0.0053     676.9758   60610.8556
    98   12 Mg         0.0052     676.9780   60611.0463
    99   12 Mg         0.0052     676.9780   60611.0463
   100   12 Mg         0.0053     676.9768   60610.9391
   101   12 Mg         0.0053     676.9750   60610.7786
   102   12 Mg         0.0053     676.9750   60610.7786
   103   12 Mg         0.0053     676.9750   60610.7785
   104   12 Mg         0.0053     676.9750   60610.7785
   105   12 Mg         0.0053     676.9750   60610.7785
   106   12 Mg         0.0053     676.9750   60610.7786
   107   12 Mg         0.0052     676.9782   60611.0646
   108   12 Mg         0.0053     676.9755   60610.8234
   109   12 Mg         0.0053     676.9755   60610.8237
   110   12 Mg         0.0053     676.9755   60610.8235
   111   12 Mg         0.0053     676.9756   60610.8379
   112   12 Mg         0.0053     676.9756   60610.8380
   113   12 Mg         0.0053     676.9756   60610.8381
   114   12 Mg         0.0053     676.9756   60610.8379
   115   12 Mg         0.0053     676.9756   60610.8380
   116   12 Mg         0.0053     676.9756   60610.8381
   117   12 Mg         0.0053     676.9762   60610.8906
   118   12 Mg         0.0053     676.9762   60610.8906
   119   12 Mg         0.0053     676.9762   60610.8907
   120   12 Mg         0.0052     676.9801   60611.2357
   121   12 Mg         0.0052     676.9801   60611.2357
   122   12 Mg         0.0052     676.9801   60611.2357
   123   12 Mg         0.0052     676.9798   60611.2058
   124   12 Mg         0.0052     676.9798   60611.2058
   125   12 Mg         0.0052     676.9798   60611.2057
   126   12 Mg         0.0057     676.9552   60609.0093
   127   12 Mg         0.0057     676.9552   60609.0092
   128   12 Mg         0.0057     676.9552   60609.0094
   129   12 Mg         0.0053     676.9736   60610.6537
   130   12 Mg         0.0053     676.9736   60610.6538
   131   12 Mg         0.0053     676.9736   60610.6537
   132   12 Mg         0.0053     676.9736   60610.6538
   133   12 Mg         0.0053     676.9736   60610.6537
